CustId,Date,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9
2277,2/17/2024,2,2,4,1,4,5,4,1,3
2278,3/13/2024,2,5,5,1,5,2,3,4,1
2279,2/14/2024,2,4,4,2,2,5,5,3,5
2280,3/4/2024,4,5,2,3,1,5,4,1,3
2281,1/4/2024,4,2,1,2,2,2,5,5,3
2282,1/5/2024,1,4,3,3,4,2,4,2,1
2283,2/3/2024,3,5,2,4,2,2,5,4,4
2284,2/3/2024,3,4,5,5,1,3,5,3,4
2285,2/15/2024,3,2,3,2,1,2,5,1,2
2286,2/14/2024,1,3,2,4,3,1,5,4,3
2287,2/4/2024,4,3,4,3,5,1,2,1,1
2288,1/4/2024,1,3,4,3,5,1,1,4,3
2289,2/5/2024,4,5,3,1,4,3,3,3,2
2290,1/3/2024,3,1,5,1,3,2,5,4,2
2291,3/5/2024,1,1,2,4,2,2,3,2,2
2292,1/15/2024,2,5,3,4,5,2,3,1,4
2293,2/27/2024,1,5,4,2,1,3,2,5,1
2294,1/11/2024,3,5,3,3,5,5,4,4,5
2295,2/14/2024,3,4,1,3,3,5,3,3,3
2296,1/20/2024,3,4,5,2,2,2,1,3,2
2297,2/11/2024,5,3,1,4,4,4,4,1,5
2298,1/30/2024,1,1,4,2,3,1,1,1,1
2299,3/9/2024,3,2,3,4,4,2,5,4,1
2300,2/20/2024,1,3,3,2,5,5,4,3,4
2301,1/12/2024,3,5,1,4,2,1,1,1,3
2302,3/9/2024,3,5,2,2,2,2,3,1,3
2303,3/9/2024,5,4,3,4,1,4,4,3,1
2304,1/11/2024,4,1,3,4,5,2,5,5,4
2305,3/15/2024,3,1,5,4,4,3,1,1,1
2306,2/12/2024,1,2,4,5,3,1,5,2,2
2307,3/4/2024,3,2,5,4,2,2,5,3,5
2308,2/10/2024,5,2,2,1,2,1,4,5,2
2309,3/7/2024,5,4,3,1,3,2,4,2,4
2310,1/19/2024,5,2,5,1,5,4,3,5,3
2311,1/27/2024,1,3,4,2,2,2,3,2,3
2312,1/3/2024,5,1,4,5,2,5,5,3,3
2313,3/14/2024,2,1,2,3,1,4,1,2,4
2314,2/6/2024,5,3,1,3,2,4,5,5,1
2315,1/1/2024,1,2,1,5,5,3,4,1,2
2316,1/26/2024,4,4,2,3,3,5,3,2,2
2317,2/17/2024,2,3,3,3,1,3,2,5,5
2318,3/14/2024,3,5,5,2,1,4,1,2,4
2319,1/4/2024,2,2,3,2,2,5,2,2,3
2320,3/7/2024,4,4,3,5,4,3,2,3,4
2321,2/26/2024,2,4,5,2,2,1,2,5,4
2322,2/17/2024,2,3,4,5,1,3,3,1,3
2323,3/8/2024,3,5,5,3,3,4,1,1,2
2324,1/5/2024,3,3,3,4,1,3,1,2,4
2325,2/17/2024,2,5,4,3,3,4,1,1,2
2326,3/16/2024,2,4,4,1,4,3,2,4,5
2327,3/11/2024,1,4,5,1,5,1,2,3,5
2328,1/2/2024,3,2,3,3,4,3,2,1,3
2329,2/22/2024,3,4,5,3,4,4,4,4,1
2330,3/2/2024,2,5,5,2,1,2,5,2,2
2331,3/11/2024,4,4,2,5,4,5,2,2,3
2332,2/6/2024,3,4,1,1,4,5,4,3,1
2333,2/28/2024,4,2,3,3,4,1,4,5,2
2334,1/14/2024,4,2,3,4,3,4,3,1,2
2335,1/31/2024,2,4,2,5,2,4,1,2,1
2336,2/13/2024,3,1,2,1,2,4,4,5,5
2337,2/17/2024,1,5,2,4,3,4,4,4,4
2338,1/18/2024,3,3,2,3,2,5,3,3,3
2339,1/12/2024,1,4,1,1,2,1,4,4,3
2340,2/10/2024,4,2,1,5,1,3,4,4,5
2341,1/15/2024,5,5,3,3,2,2,5,3,3
2342,2/3/2024,4,2,1,2,5,2,4,2,2
2343,1/7/2024,2,3,4,2,4,3,4,1,1
2344,1/8/2024,2,3,2,5,5,3,2,1,2
2345,1/20/2024,5,2,2,5,1,3,4,4,4
2346,3/2/2024,2,5,2,4,2,5,3,5,2
2347,3/15/2024,2,5,5,5,3,4,3,1,4
2348,2/24/2024,2,1,3,1,2,3,2,5,1
2349,2/18/2024,3,1,4,2,5,2,2,2,2
2350,1/19/2024,4,2,3,3,5,5,2,5,4
2351,2/18/2024,3,3,1,5,1,3,4,1,4
2352,3/13/2024,3,1,3,3,1,3,1,1,2
2353,3/10/2024,2,3,3,1,3,3,5,2,1
2354,2/10/2024,3,2,2,1,4,2,3,5,3
2355,2/11/2024,1,1,1,1,4,2,1,1,4
2356,3/9/2024,5,5,3,1,4,2,2,4,3
2357,2/6/2024,5,1,3,4,3,4,1,2,1
2358,3/15/2024,2,2,5,1,3,2,2,5,3
2359,2/4/2024,5,1,4,4,2,5,3,4,2
2360,1/19/2024,3,3,4,4,1,1,1,1,3
2361,3/4/2024,2,5,3,2,5,1,1,5,5
2362,3/16/2024,2,4,4,5,3,1,5,1,2
2363,2/11/2024,3,5,3,5,4,3,4,3,3
2364,1/2/2024,2,3,2,4,1,3,1,5,2
2365,1/25/2024,4,2,4,5,5,2,3,5,5
2366,2/25/2024,3,3,5,4,5,1,4,4,5
2367,3/13/2024,4,3,4,3,1,2,3,5,5
2368,2/28/2024,3,5,3,4,2,1,5,3,5
2369,3/13/2024,5,1,5,2,2,1,5,5,2
2370,2/10/2024,2,2,1,4,3,5,1,2,4
2371,2/9/2024,5,2,5,2,4,5,4,2,3
2372,2/17/2024,1,5,1,1,2,3,3,5,1
2373,3/4/2024,1,4,1,1,4,2,5,2,2
2374,2/18/2024,4,1,5,2,2,1,5,3,3
2375,3/5/2024,3,1,5,3,3,2,1,4,2
2376,1/11/2024,3,4,1,3,5,3,4,2,1
2377,2/15/2024,4,2,4,1,5,2,5,1,3
2378,1/24/2024,5,2,3,3,1,4,5,1,4
2379,1/30/2024,5,4,4,1,1,5,4,5,1
2380,1/9/2024,1,2,5,2,4,5,1,5,5
2381,1/4/2024,4,1,4,3,5,1,2,4,2
2382,1/3/2024,1,5,4,3,3,3,5,3,4
2383,2/11/2024,2,2,1,4,5,2,3,5,4
2384,2/24/2024,2,1,5,3,4,4,2,5,2
2385,1/7/2024,4,5,1,5,4,5,4,2,3
2386,3/3/2024,4,3,3,1,1,5,5,1,4
2387,3/2/2024,2,3,5,1,5,4,2,1,5
2388,2/19/2024,1,1,5,2,5,3,1,2,4
2389,3/5/2024,2,5,5,3,3,1,5,2,1
2390,1/19/2024,2,4,4,4,1,1,2,1,5
2391,1/21/2024,5,2,2,4,4,2,1,3,1
2392,1/27/2024,4,3,3,2,1,2,5,1,5
2393,1/23/2024,2,5,1,3,3,5,3,5,5
2394,1/19/2024,3,4,3,5,1,4,4,4,3
2395,3/14/2024,1,4,2,5,4,2,1,4,1
2396,3/5/2024,1,4,3,3,5,5,2,1,4
2397,3/6/2024,5,4,2,3,2,3,3,3,4
2398,1/9/2024,5,2,1,1,2,1,3,5,2
2399,1/21/2024,2,4,2,1,5,2,4,5,2
2400,2/13/2024,4,2,5,4,3,1,1,2,5
2401,1/11/2024,4,2,2,1,2,3,5,1,4
2402,1/20/2024,4,4,3,4,1,5,2,1,2
2403,2/5/2024,5,1,3,5,3,5,3,4,4
2404,1/6/2024,4,5,4,3,2,2,4,2,4
2405,2/6/2024,5,5,4,1,3,1,4,4,3
2406,1/17/2024,4,5,2,2,4,2,3,4,4
2407,1/22/2024,5,4,5,1,2,4,2,5,5
2408,3/15/2024,1,5,1,4,4,5,3,5,1
2409,2/11/2024,3,1,2,4,1,2,1,5,2
2410,3/16/2024,4,3,4,2,1,2,2,3,2
2411,2/13/2024,5,3,3,4,4,5,1,3,1
2412,2/5/2024,3,3,5,3,4,2,5,5,2
2413,3/9/2024,2,5,3,5,1,5,5,2,2
2414,2/20/2024,2,5,1,4,1,5,1,3,3
2415,1/4/2024,2,1,5,5,3,1,4,4,2
2416,2/5/2024,4,2,3,5,3,5,2,4,1
2417,3/12/2024,5,5,4,2,3,3,1,1,5
2418,1/28/2024,3,1,5,2,2,1,3,2,4
2419,2/27/2024,4,1,2,2,3,2,5,3,2
2420,3/12/2024,5,3,2,5,1,1,4,2,2
2421,3/4/2024,2,2,3,5,4,5,3,2,5
2422,2/10/2024,3,1,5,3,3,1,1,4,1
2423,3/16/2024,5,5,5,2,5,2,3,5,5
2424,2/12/2024,1,4,1,1,2,3,2,4,3
2425,1/7/2024,3,3,2,5,2,2,5,2,2
2426,1/21/2024,3,5,3,3,2,1,1,5,3
2427,2/10/2024,1,5,3,2,3,2,5,4,5
2428,1/4/2024,3,1,1,3,5,4,4,1,2
2429,2/28/2024,4,1,4,4,5,3,3,2,3
2430,3/15/2024,4,5,1,5,5,2,5,3,4
2431,2/11/2024,3,4,4,3,1,4,5,2,3
2432,3/9/2024,3,1,3,2,3,4,1,3,3
2433,2/8/2024,4,2,4,5,2,2,1,5,2
2434,2/8/2024,2,5,2,2,1,2,5,1,5
2435,1/7/2024,4,1,4,3,2,1,4,1,1
2436,1/6/2024,2,3,4,4,3,2,4,5,3
2437,1/25/2024,1,1,4,2,5,3,1,4,5
2438,2/5/2024,4,4,5,5,2,5,5,1,1
2439,1/8/2024,2,1,3,3,2,4,1,3,1
2440,2/17/2024,5,3,2,5,2,3,5,3,4
2441,1/8/2024,5,1,2,1,2,2,4,3,5
2442,3/11/2024,4,5,2,2,3,5,5,4,2
2443,1/16/2024,1,2,2,5,5,2,1,2,4
2444,3/11/2024,3,2,2,4,4,1,4,1,2
2445,2/9/2024,5,4,4,5,2,2,5,5,5
2446,3/12/2024,3,2,4,1,2,4,1,2,1
2447,3/8/2024,4,3,3,4,4,3,2,1,3
2448,2/11/2024,4,4,3,4,1,2,4,4,5
2449,2/2/2024,4,5,5,4,3,4,2,4,3
2450,2/11/2024,2,2,3,5,2,1,4,4,4
2451,2/2/2024,3,4,3,3,5,3,5,2,1
2452,1/23/2024,1,2,1,3,2,4,5,3,5
2453,3/9/2024,3,4,4,2,5,2,3,1,1
2454,3/8/2024,4,3,1,2,1,2,2,3,5
2455,1/22/2024,4,2,3,4,5,5,3,2,2
2456,3/14/2024,1,3,2,1,4,1,4,3,5
2457,3/11/2024,5,1,2,5,5,4,1,2,2
2458,1/4/2024,4,4,5,1,5,4,4,2,4
2459,2/2/2024,3,4,3,5,5,4,3,1,1
2460,2/16/2024,2,4,4,5,2,1,5,4,3
2461,1/9/2024,1,4,5,1,4,5,3,4,4
2462,1/5/2024,5,4,3,4,3,2,2,2,4
2463,3/10/2024,3,1,2,2,4,3,2,4,5
2464,2/22/2024,5,1,3,2,1,4,5,1,3
2465,2/15/2024,5,5,4,4,5,4,5,2,1
2466,3/1/2024,5,1,1,2,2,1,4,5,5
2467,3/11/2024,2,2,4,5,5,4,5,4,2
2468,1/23/2024,3,1,1,2,4,5,2,2,1
2469,2/14/2024,2,1,2,3,5,1,1,3,5
2470,3/14/2024,5,3,2,5,4,2,5,2,4
2471,3/11/2024,2,3,2,4,5,5,3,5,3
2472,3/16/2024,5,4,3,1,2,5,4,3,1
2473,3/1/2024,2,2,1,3,5,1,1,3,4
2474,3/9/2024,1,2,3,5,3,3,5,4,2
2475,1/14/2024,1,1,3,4,3,1,3,3,4
2476,1/25/2024,4,4,1,2,5,4,3,5,2
2477,3/16/2024,2,4,3,1,5,1,1,4,4
2478,3/9/2024,4,2,5,4,3,4,1,3,2
2479,1/9/2024,1,5,5,3,4,1,4,4,1
2480,2/1/2024,3,4,4,1,1,3,4,5,4
2481,2/7/2024,2,5,5,3,3,4,3,4,2
2482,1/14/2024,3,2,3,2,1,1,2,5,4
2483,3/11/2024,5,4,4,2,3,5,4,1,5
2484,1/25/2024,2,1,4,4,5,2,3,3,2
2485,1/24/2024,2,1,4,1,2,3,1,4,3
2486,1/11/2024,1,1,1,5,1,5,1,2,2
2487,2/19/2024,1,5,3,1,1,5,2,3,3
2488,1/25/2024,5,1,1,5,4,2,4,1,5
2489,1/3/2024,5,5,4,4,5,2,1,5,5
2490,1/23/2024,4,4,1,5,5,2,3,5,3
2491,3/4/2024,5,1,2,3,4,5,5,5,1
2492,3/11/2024,1,2,3,4,4,2,2,3,2
2493,2/19/2024,2,3,2,4,5,3,1,2,5
2494,2/10/2024,2,2,5,4,2,4,5,1,3
2495,3/2/2024,5,2,5,2,2,3,4,3,4
2496,2/22/2024,3,3,4,5,1,1,2,3,1
2497,3/2/2024,2,4,1,2,4,4,3,2,1
2498,2/25/2024,3,1,5,3,4,2,2,4,5
2499,3/13/2024,3,4,3,4,3,1,5,4,3
2500,2/25/2024,1,5,5,4,3,3,3,1,2
2501,1/24/2024,5,4,5,1,4,4,2,3,2
2502,2/28/2024,5,4,3,1,2,5,1,3,2
2503,2/17/2024,5,2,5,1,2,5,5,1,5
2504,3/10/2024,1,1,4,2,3,2,1,4,2
2505,1/25/2024,3,1,5,5,5,3,3,2,4
2506,2/17/2024,3,2,2,3,5,2,3,3,3
2507,1/13/2024,1,5,5,5,4,1,4,2,5
2508,1/22/2024,5,2,1,4,3,3,1,5,2
2509,3/15/2024,5,1,2,3,5,4,4,2,3
2510,2/13/2024,4,5,3,1,2,2,2,5,3
2511,3/3/2024,3,5,2,1,5,2,5,3,4
2512,2/22/2024,2,4,1,2,2,2,5,4,5
2513,1/7/2024,4,3,2,2,5,2,3,3,2
2514,2/28/2024,4,5,2,5,4,1,1,4,3
2515,3/1/2024,2,3,4,2,2,5,4,5,4
2516,2/2/2024,2,5,4,1,1,4,5,5,1
2517,2/7/2024,2,5,5,4,5,1,4,1,2
2518,3/5/2024,2,5,3,2,1,5,2,2,2
2519,2/15/2024,1,2,2,4,5,2,5,2,2
2520,1/26/2024,5,5,3,1,2,3,3,2,1
2521,3/7/2024,2,2,2,5,5,1,2,1,1
2522,2/11/2024,4,2,1,3,2,5,5,3,3
2523,1/2/2024,3,5,5,4,4,3,3,3,2
2524,3/11/2024,4,4,2,1,1,5,1,1,2
2525,2/17/2024,2,5,3,4,3,1,2,2,4
2526,2/24/2024,2,2,2,2,5,1,4,1,1
2527,1/19/2024,3,3,1,1,2,5,3,5,3
2528,2/3/2024,1,2,5,2,2,3,3,2,5
2529,1/29/2024,2,3,1,1,1,5,2,1,4
2530,1/19/2024,4,2,1,5,3,1,2,5,2
2531,3/12/2024,3,5,3,4,4,5,5,2,5
2532,3/12/2024,5,4,1,4,5,1,1,3,4
2533,2/4/2024,4,1,1,4,2,1,4,3,4
2534,2/24/2024,1,1,1,4,5,4,4,2,1
2535,1/26/2024,5,1,4,4,1,1,1,5,2
2536,2/4/2024,1,5,1,4,3,2,4,3,4
2537,3/7/2024,1,3,2,2,3,4,2,1,5
2538,3/10/2024,1,2,1,3,3,2,5,3,4
2539,3/11/2024,4,4,4,1,5,4,2,5,1
2540,1/15/2024,4,2,4,4,3,4,4,4,5
2541,2/20/2024,2,1,3,2,3,2,1,2,3
2542,3/14/2024,3,1,2,2,5,2,1,2,1
2543,2/25/2024,3,4,5,5,3,2,5,5,3
2544,2/4/2024,3,2,3,1,2,4,5,4,4
2545,2/26/2024,1,2,5,2,2,2,2,5,5
2546,2/23/2024,1,3,5,1,1,1,5,1,1
2547,2/10/2024,2,4,5,3,2,1,5,5,1
2548,3/9/2024,5,4,3,3,1,5,4,1,5
2549,3/9/2024,2,2,3,5,1,3,3,2,3
2550,2/19/2024,3,1,2,2,4,3,3,5,4
2551,3/1/2024,2,5,5,5,4,2,4,3,2
2552,2/15/2024,5,2,2,5,2,1,4,2,3
2553,3/10/2024,3,5,5,1,3,3,1,3,2
2554,2/26/2024,3,3,1,5,5,5,5,1,5
2555,3/13/2024,4,1,3,2,5,5,4,5,1
2556,3/8/2024,5,4,2,4,3,1,3,4,2
2557,3/9/2024,2,5,4,5,4,1,1,2,5
2558,3/16/2024,4,2,5,4,4,5,1,3,2
2559,3/12/2024,3,4,3,4,5,4,4,2,2
2560,1/13/2024,1,3,2,3,1,5,2,1,5
2561,2/1/2024,4,5,1,3,5,2,3,3,3
2562,3/16/2024,1,3,5,1,2,3,4,4,3
2563,3/12/2024,2,3,4,4,2,3,5,5,1
2564,2/11/2024,3,5,2,4,2,3,2,4,1
2565,1/31/2024,1,5,4,3,5,4,1,3,3
2566,2/24/2024,1,4,4,1,3,5,4,3,5
2567,3/1/2024,1,2,2,5,3,5,3,4,3
2568,1/5/2024,4,2,3,2,1,5,5,4,3
2569,1/28/2024,3,2,2,2,4,2,1,5,3
2570,3/6/2024,4,5,2,1,3,4,3,5,2
2571,3/6/2024,5,2,1,1,2,2,1,3,2
2572,2/6/2024,5,2,2,5,3,4,2,5,4
2573,2/21/2024,2,1,2,1,4,1,3,1,4
2574,2/2/2024,2,1,5,5,2,1,3,1,4
2575,2/5/2024,2,1,3,2,5,2,4,4,5
2576,1/24/2024,2,2,1,5,1,3,5,3,2
2577,3/6/2024,4,2,3,3,2,3,2,5,5
2578,1/24/2024,3,5,4,1,1,3,2,1,5
2579,1/26/2024,5,4,1,3,1,4,4,3,3
2580,3/7/2024,3,5,3,2,1,3,5,1,4
2581,2/3/2024,5,2,1,4,4,5,1,1,3
2582,2/23/2024,4,4,5,5,1,4,5,3,5
2583,3/15/2024,5,2,4,3,4,3,2,4,3
2584,2/14/2024,2,4,3,4,5,2,5,5,3
2585,2/17/2024,2,4,4,4,1,4,5,3,2
2586,3/3/2024,1,3,3,4,5,2,5,2,3
2587,3/10/2024,5,4,2,5,1,4,2,3,3
2588,2/11/2024,3,2,1,3,3,1,1,4,1
2589,2/1/2024,1,5,1,2,3,4,5,4,4
2590,3/2/2024,2,4,1,3,1,5,3,5,2
2591,2/9/2024,3,5,3,3,3,4,2,3,5
2592,2/7/2024,4,5,5,3,2,5,4,3,1
2593,2/9/2024,5,5,2,1,4,1,5,2,1
2594,3/16/2024,5,2,2,2,2,4,5,5,5
2595,1/31/2024,4,5,5,2,2,2,1,2,2
2596,1/30/2024,4,5,5,3,4,4,5,4,2
2597,2/23/2024,5,1,3,2,3,4,2,2,3
2598,2/7/2024,1,1,1,3,5,3,2,1,5
2599,3/16/2024,3,4,3,5,5,5,5,2,2
2600,1/7/2024,3,5,4,1,5,5,2,4,5
2601,2/6/2024,3,5,4,2,4,1,4,3,3
2602,1/24/2024,3,5,4,3,4,2,2,3,4
2603,2/23/2024,2,5,1,2,4,3,3,3,1
2604,3/16/2024,2,2,2,4,3,5,3,1,4
2605,2/14/2024,2,1,1,2,3,2,2,5,3
2606,2/12/2024,4,5,2,1,2,2,5,1,4
2607,3/11/2024,3,2,4,3,3,5,4,4,2
2608,1/7/2024,4,3,5,4,1,3,4,4,5
2609,1/16/2024,2,1,2,5,4,2,5,3,4
2610,2/20/2024,1,3,5,2,4,1,1,1,1
2611,2/20/2024,3,4,4,5,3,3,4,3,5
2612,2/20/2024,1,4,2,1,2,3,4,5,5
2613,3/6/2024,3,3,1,1,5,4,4,5,5
2614,3/1/2024,5,5,2,3,5,4,3,1,3
2615,2/24/2024,2,4,1,1,3,1,2,4,5
2616,2/9/2024,3,2,2,2,2,4,2,4,1
2617,2/13/2024,5,2,1,5,4,4,5,5,3
2618,3/16/2024,3,2,2,1,1,1,5,2,4
2619,1/22/2024,3,4,1,2,2,1,5,3,2
2620,3/5/2024,5,1,1,4,1,4,1,5,1
2621,1/14/2024,2,1,3,5,1,1,5,1,1
2622,3/9/2024,1,4,1,4,5,4,4,2,4
2623,2/28/2024,2,4,5,3,3,5,3,2,1
2624,1/7/2024,2,5,3,4,5,4,4,1,1
2625,3/13/2024,4,4,2,1,5,4,2,4,1
2626,1/11/2024,5,1,4,4,3,5,1,1,2
2627,1/23/2024,5,2,3,2,2,5,2,1,5
2628,3/9/2024,1,2,4,4,3,2,5,4,1
2629,1/4/2024,2,5,5,1,2,2,1,3,1
2630,2/13/2024,1,5,5,3,3,4,1,5,4
2631,3/6/2024,5,1,5,5,3,2,3,4,3
2632,1/29/2024,4,5,1,2,5,1,2,1,1
2633,3/5/2024,3,1,2,1,1,4,5,1,1
2634,3/11/2024,2,4,5,3,1,3,4,1,2
2635,2/5/2024,2,2,4,5,4,4,2,4,5
2636,1/28/2024,3,1,2,5,4,3,4,5,2
2637,2/13/2024,1,2,2,3,5,2,5,3,4
2638,1/8/2024,5,5,5,4,5,3,2,1,2
2639,2/6/2024,5,5,5,3,4,1,4,4,1
